	clobazam	vinorelbine	carvedilol	benazepril	leflunomide	lamotrigine	nefazodone	trandolapril	clopidogrel	gemcitabine	troglitazone	pioglitazone	zafirlukast		fluvastatin	meloxicam	docetaxel	olanzapine	candesartan	telmisartan	bosentan	cerivastatin	rosiglitazone	fexofenadine	montelukast	alitretinoin	rofecoxib	desloratadine	gefitinib	sorafenib	sunitinib	Celecoxib	Sildenafil Citrate	Rosuvastatin Calcium	Valsartan	Imatinib Mesylate	Sitagliptin Phosphate	Atorvastatin Calcium	Erlotinib Hydrochloride	Quetiapine Fumarate	Ezetimibe	Dasatinib	Venlafaxine Hydrochloride	Acebutolol	Acetaminophen	Acetazolamide	Acetylcholine	Adenosine	Allopurinol	Amantadine	Amiloride	Amiodarone	Amitriptyline	Amphetamine	Amsacrine	Antipyrine	Aspirin	Betamethasone	Bezafibrate	Biperiden	Bromocriptine	Bumetanide	Buprenorphine	Buspirone	Caffeine	Carbamazepine	Cefazolin	Ceftriaxone	Chloramphenicol	Chloroquine	Chlorpheniramine	Chlorpromazine	Chlorpropamide	Choline	Cimetidine	Ciprofloxacin	Clofazimine	Clomiphene	Clomipramine	Clonidine	Clotrimazole	Clozapine	Cocaine	Colchicine	Cytarabine	Daunorubicin	Desipramine	Dexamethasone	Dextromethorphan	Diazepam	Diclofenac	Diethylstilbestrol	Diflunisal	Digitoxin	Digoxin	Dihydroergotamine	Diltiazem	Diphenhydramine	Disopyramide	Domperidone	Dopamine	Doxepin	Doxorubicin	Doxycycline	Enalapril	Epinephrine	Ergotamine	Erythromycin	Estradiol	Estramustine	Estrogens, Conjugated (USP)	Estrone	Ethacrynic Acid	Ethinyl Estradiol	Etoposide	Fentanyl	Fluorouracil	Fluoxetine	Flupenthixol	Fluphenazine	Flurazepam	Flurbiprofen	Folic Acid	Furosemide	Glyburide	Glycerol	Haloperidol	Hydrocortisone	Ibuprofen	Imipramine	Indomethacin	Ivermectin	Ketamine	Ketoconazole	Ketoprofen	Levodopa	Lidocaine	Loperamide	Lovastatin	Maprotiline	Mebendazole	Melatonin	Memantine	Meprobamate	Methadone	Methamphetamine	Methionine	Methotrexate	Methyldopa	Methylprednisolone	Metoprolol	Metyrapone	Miconazole	Midazolam	Midodrine	Mitoxantrone	Morphine	Ipratropium	Naloxone	Naltrexone	Naproxen	Neostigmine	Niacin	Nicardipine	Nicotine	Nifedipine	Nitrazepam	Nitrendipine	Norepinephrine	Norfloxacin	Ouabain	Oxprenolol	Pancuronium	Phenacetin	Phenformin	Phenobarbital	Phenoxybenzamine	Phenylbutazone	Phenytoin	Pimozide	Piroxicam	Prazosin	Prednisolone	Prednisone	Probenecid	Procainamide	Progesterone	Promethazine	Propafenone	Propranolol	Protriptyline	Quercetin	Quinacrine	Quinidine	Quinine	Ranitidine	Reserpine	Ribavirin	Riboflavin	Rifampin	Sulfasalazine	Selegiline	Spironolactone	Streptozocin	Sulfinpyrazone	Sulindac	Tacrine	Tamoxifen	Testosterone	Tetracycline	Dronabinol	Theophylline	Thiothixene	Thyroxine	Timolol	Tolbutamide	Tolmetin	Trazodone	Tretinoin	Trifluoperazine	Trimethoprim	Trimipramine	Ursodeoxycholic Acid	Valproic Acid	Verapamil	Vinblastine	Vincristine	Vitamin B 12	Zidovudine	Dinoprostone	Ofloxacin	Gemfibrozil	Epirubicin	Idarubicin	Citalopram	Mifepristone	Felodipine	Nisoldipine	Famotidine	Alfentanil	Bepridil	Albendazole	Mefloquine	Astemizole	Terfenadine	Fluvoxamine	Arachidonic Acid	Pravastatin	Paclitaxel	Ramipril	Clarithromycin	Doxazosin	Etodolac	Toremifene	Loratadine	Cladribine	Paroxetine	Itraconazole	Sumatriptan	Risperidone	Riluzole	Losartan	Simvastatin	Genistein	Sirolimus	Salicylic Acid	Sertraline	Mibefradil	Perindopril
Lovastatin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1176645410054554	0.0	0.0	0.0	0.0	0.059741936290717924	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.043921355794390785	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07365158697978123	0.0	0.0	0.059741936290717924	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.059741936290717924	0.0	0.0	0.0	0.0	0.0	0.0	0.12373219055234137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.059741936290717924	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1279725730206485	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013454484480461076	0.0	0.0	0.0	0.046137306413272884	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023473771728752764	0.0	0.0	0.11112029087667981	0.0	0.0	0.0	0.0	0.0	0.0	0.04405639076574208	0.0	0.0	0.0	0.0	0.0	0.04405639076574209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0038684559465513796	0.0	0.0	0.0	0.0
Maprotiline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.059517343602408915	0.0	0.0	0.02783742991932772	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.059426586044184264	0.0	0.0	0.05951734360240892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05942658604418425	0.0	0.0	0.0	0.0	0.0	0.0	0.05951734360240892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010448421655482943	0.0	0.0	0.0	0.0602676191096952	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.059517343602408915	0.0	0.0	0.0	0.0	0.0	0.0	0.0545891616186534	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04164787025308377	0.0	0.0	0.0	0.0	0.061389411873749314	0.0	0.0595173436024089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0595173436024089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06138941187185425	3.946944578008013e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0613894118737493	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02698738790747738	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0595173436024089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06797751802175275	0.0	0.0
Mebendazole	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Melatonin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05995572824838979	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03331170125295758	0.0	0.0	0.046741609739043594	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.041655805748592234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015014806438515212	0.0	0.0	0.040316247861143496	0.0	0.0	0.033311701252957585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.040316247861143496	0.0	0.0	0.0	0.0	0.0	0.0	0.033311701252957585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017543862663502287	0.0	0.0	0.0	0.05621938081389618	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03331170125295759	0.0	0.0	0.024271669685389	0.0	0.043248905499357435	0.0	0.037034437225004234	0.0	0.0	0.0	0.0	0.0	0.0	0.041647870253083794	0.0	0.0	0.0	0.0	0.0	0.0	0.041647870253083794	0.0	0.03331170125295757	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03331170125295757	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024271669685389	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04164787025179818	8.394559242882521e-11	0.0	0.0	0.02537932688373785	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04164787025308377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.045314310879384256	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.045096886105551834	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015448448163137422	0.0	0.0	0.0	0.033311701252957585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.038046838706129966	0.0	0.0
Memantine	0.0	0.0	0.0	0.294695347916106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.294695347916106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2946953479161061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11591394209364354	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Meprobamate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15718487958097874	0.0	0.0	0.0	0.009861812062736945	0.0	0.0	0.14570749215729506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03089955356447392	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14400385934835255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15718487958097874	0.0	0.0	0.0	0.0	0.0	0.09637076570832717	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15718487958097874	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.083989661975843	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017612387398089145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Methadone	0.0	0.0	0.0	0.0	0.0	0.0	0.17390942311076724	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07493118519762042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009002611035829427	0.0	0.14908305662781854	0.0	0.006161953588270253	0.0	0.0	0.0	0.0	0.0	0.010489961596576019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011187100546172944	0.0	0.0	0.0	0.0	0.010805460029380987	0.0	0.0	0.0	0.0	0.0	0.0	0.07021203383325604	0.02775193506643928	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022754809565146968	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04374269154269266	0.009993612035009078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0556405144189106	0.0	0.0	0.0	0.0	0.0	0.04625994955435129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014330688000631074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026441959275826318	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010277842859901248	0.0	0.011035164746074012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01574980392752538	0.00985874074357492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1903797773584146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Methamphetamine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Methionine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.059517343602408915	0.0	0.0	0.02783742991932772	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.059426586044184264	0.0	0.0	0.05951734360240892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05942658604418425	0.0	0.0	0.0	0.0	0.0	0.0	0.05951734360240892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010448421655482943	0.0	0.0	0.0	0.0602676191096952	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.059517343602408915	0.0	0.0	0.0	0.0	0.0	0.0	0.0545891616186534	0.0	0.0	0.0	0.0	0.0	0.0	0.061389411873749314	0.0	0.04164787025308377	0.0	0.0	0.0	0.0	0.0	0.0	0.0595173436024089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0595173436024089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06138941187185425	3.946944578008013e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0613894118737493	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02698738790747738	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0595173436024089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06797751802175275	0.0	0.0
Methotrexate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16208333634564656	0.0	0.0	0.0	0.010169142259759564	0.0	0.0	0.08347126193184032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.040512244386237774	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03186249686784137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1484915472280247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1571848795809787	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09937403186508892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16208333634564642	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08660708757660363	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01816125392025152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
