index,id
1943,Q9Y257
1944,P08909
1945,Q9NYX4
1946,P0DJD9
1947,P00720
1948,A0A024R8I1
1949,P19099
1950,Q89ZI2
1951,P0ABQ4
1952,H3BUU9
1953,Q8TET4
1954,Q5T1J1
1955,Q6V0L0
1956,P08149
1957,Q60FT7
1958,P53608
1959,P0AES4
1960,P0C1U9
1961,Q59192
1962,P05653
1963,C3T8E2
1964,B4YQT9
1965,P20831
1966,P66010
1967,P00582
1968,Q9UJT1
1969,Q9UJT0
1970,Q8N8R3
1971,Q9UKG9
1972,P09210
1973,Q8MU52
1974,O43519
1975,Q9F0I5
1976,Q96P88
1977,A9X444
1978,Q9Y691
1979,Q9NPA1
1980,Q92952
1981,P02359
1982,P0AG59
1983,P0A7V3
1984,P0A7W7
1985,P0A7U3
1986,C9EH48
1987,Q969P6
1988,Q9UGI5
1989,P04293
1990,P09252
1991,P03176
1992,Q51911
1993,P98066
1994,P10696
1995,Q23022
1996,Q9N587
1997,Q27218
1998,P48181
1999,Q14181
2000,Q8WYK2
2001,Q9UP95
2002,Q9GZZ6
2003,Q9UGM1
2004,Q15825
2005,Q92806
2006,Q9Y2D0
2007,P23280
2008,P21430
2009,Q8TD08
2010,P0A7X3
2011,P0A7V8
2012,P33402
2013,P02585
2014,P50859
2015,P12268
2016,Q5JXX5
2017,P0A8V2
2018,Q4ZHU6
2019,Q92753
2020,Q15391
2021,O00398
2022,Q16322
2023,Q92953
2024,Q9NSA2
2025,Q9UJ90
2026,Q9H3M0
2027,Q9UIX4
2028,Q9UJ96
2029,Q8TAE7
2030,Q8TDN1
2031,Q96KK3
2032,Q6PIU1
2033,Q72874
2034,P07098
2035,P12461
2036,Q7RTT9
2037,O95665
2038,Q9UNX9
2039,Q93050
2040,P27449
2041,Q99437
2042,P21283
2043,Q8NEY4
2044,Q9Y5K8
2045,P61421
2046,O15342
2047,Q96A05
2048,Q8NHE4
2049,Q16864
2050,Q96LB4
2051,Q15904
2052,O95298
2053,P78559
2054,P07947
2055,P09769
2056,P42685
2057,P33673
2058,P02918
2059,P02919
2060,P76577
2061,P0AD65
2062,P0AD68
2063,O67135
2064,P20276
